recipenlg_어휘,flavorgraph_노드,매칭방식,recipenlg_빈도,부분후보
buttermilk baking mix,buttermilk_baking_mix,정확,320,
dill sprigs,dill_sprig,정확(수),320,
Tortillas,tortilla,정확(수),320,
wasabi,wasabi,정확,320,
Pie,,부분(미승인),320,lemon_pie_filling|unbaked_9_inch_pie_shell|miniature_graham_cracker_pie_crust
brown mustard seeds,brown_mustard_seed,정확(수),320,
bread dough,bread_dough,정확,319,
cube,,부분(미승인),319,french_bread_cube|stuffing_cube|sugar_cube
red lentil,red_lentil,정확,319,
root,,부분(미승인),318,celery_root|root_beer_concentrate|root_vegetable
Saffron,saffron,정확,318,
CHICKEN,chicken,정확,318,
nutmeg ground,,부분(미승인),318,nutmeg
Campbell's tomato soup,campbell's_tomato_soup,정확,317,
very hot water,,부분(미승인),317,water
honey mustard,honey_mustard,정확,317,
caesar salad dressing,caesar_salad_dressing,정확,317,
italian plum,italian_plum,정확,317,
green chili salsa,green_chili_salsa,정확,316,
cakes,cake,정확(수),316,
bread rolls,,부분(미승인),316,bread
boneless beef chuck roast,boneless_beef_chuck_roast,정확,316,
peppermint candies,,부분(미승인),316,peppermint
dry white wine,dry_white_wine,정확,316,
lemongrass,lemongrass,정확,316,
head iceberg lettuce,head_iceberg_lettuce,정확,315,
browning sauce,browning_sauce,정확,315,
kumquats,kumquat,정확(수),315,
golden delicious apples,golden_delicious_apple,정확(수),315,
romaine lettuce hearts,romaine_lettuce_heart,정확(수),315,
sweet pickle juice,sweet_pickle_juice,정확,314,
Pesto,,부분(미승인),314,pesto_sauce|sun_dried_tomato_pesto|basil_pesto
tomato purée,,부분(미승인),314,tomato
white grapes,white_grape,정확(수),313,
Spanish rice,spanish_rice,정확,313,
brown gravy,,부분(미승인),313,gravy
cream corn,,부분(미승인),313,corn|cream
quail,quail,정확,313,
Vanilla Ice Cream,vanilla_ice_cream,정확,313,
shredded romaine lettuce,,부분(미승인),313,lettuce
Romano Cheese,romano_cheese,정확,313,
Apple Juice,apple_juice,정확,313,
hot cooked rice,,부분(미승인),312,rice
peach jello,,부분(미승인),312,peach
gumdrops,gumdrop,정확(수),312,
baby clams,baby_clam,정확(수),312,
yellow wax beans,yellow_wax_bean,정확(수),312,
fresh grapefruit juice,,부분(미승인),312,grapefruit|juice
frozen baby peas,frozen_baby_pea,정확(수),312,
cornbread crumbs,,부분(미승인),311,cornbread
light beer,light_beer,정확,311,
Hazelnuts,hazelnut,정확(수),311,
unsalted cashews,unsalted_cashew,정확(수),311,
daikon radish,daikon_radish,정확,311,
Ponzu,,부분(미승인),311,ponzu_sauce
scotch,scotch,정확,310,
whipped cream cheese,whipped_cream_cheese,정확,310,
Crescent Rolls,crescent_roll,정확(수),310,
bass fillets,bass_fillet,정확(수),310,
stalks green onions,,부분(미승인),310,green
garlic sauce,garlic_sauce,정확,310,
aubergine,aubergine,정확,310,
grill seasoning,,부분(미승인),310,seasoning
Polenta,polenta,정확,310,
celery flakes,,부분(미승인),309,celery
juice,juice,정확,309,
limeade,limeade,정확,309,
oyster,oyster,정확,309,
Mascarpone Cheese,mascarpone_cheese,정확,309,
Parkay margarine,parkay_margarine,정확,308,
apple slices,,부분(미승인),308,apple
portobello mushroom,,부분(미승인),308,mushroom
coffee beans,coffee_bean,정확(수),307,
chicken sausage,chicken_sausage,정확,307,
tamarind,,부분(미승인),307,tamarind_pulp|tamarind_paste|tamarind_pod
passion fruit,passion_fruit,정확,307,
gorgonzola cheese,,부분(미승인),307,cheese|gorgonzola
Chicken thigh,chicken_thigh,정확,307,
English cheese spread,,부분(미승인),306,cheese
fruit pie filling,,부분(미승인),306,fruit
Parsley Flakes,parsley_flake,정확(수),306,
udon noodles,udon_noodle,정확(수),306,
Freshly Squeezed Lemon Juice,,부분(미승인),306,juice|lemon
vegetable bouillon,vegetable_bouillon,정확,305,
halves,,부분(미승인),305,peach_halves_in_syrup|pear_halves_in_natural_juice
brown rice syrup,brown_rice_syrup,정확,305,
Pretzels,pretzel,정확(수),305,
ginger beer,ginger_beer,정확,305,
angel food cake mix,angel_food_cake_mix,정확,304,
Fontina cheese,fontina_cheese,정확,304,
hot chili sauce,hot_chili_sauce,정확,304,
sriracha,,부분(미승인),304,sriracha_sauce
grouper,grouper,정확,303,
green cardamom,green_cardamom,정확,303,
Vegetable oil cooking spray,,부분(미승인),303,vegetable|oil
ancho chile powder,,부분(미승인),303,chile
instant beef bouillon,instant_beef_bouillon,정확,302,
blanched slivered almonds,blanched_slivered_almond,정확(수),302,
seltzer,,부분(미승인),302,seltzer_water
red potato,red_potato,정확,302,
cold heavy cream,,부분(미승인),302,cream
Sandwich,,부분(미승인),302,chocolate_sandwich_style_cooky|nutter_butter_sandwich_cooky|ice_cream_sandwich
sweetcorn,sweetcorn,정확,302,
persimmons,persimmon,정확(수),301,
Tequila,tequila,정확,301,
black peppercorn,black_peppercorn,정확,301,
Fresh Thyme,fresh_thyme,정확,301,
courgette,courgette,정확,301,
maple sugar,maple_sugar,정확,301,
Fresh Chives,fresh_chive,정확(수),301,
Salad Dressing,salad_dressing,정확,300,
Cajun,,부분(미승인),300,cajun_spice|cajun_seasoning|cajun_style_stewed_tomato
fresh mango,fresh_mango,정확,300,
Bitters,bitter,정확(수),299,
meringue powder,meringue_powder,정확,299,
Rum,rum,정확,299,
anchovy fillet,anchovy_fillet,정확,298,
Sweet Potato,sweet_potato,정확,298,
lime Jell-O,,부분(미승인),297,lime
lemonade concentrate,lemonade_concentrate,정확,297,
broccoli slaw,,부분(미승인),297,broccoli
Fresh Dill,fresh_dill,정확,297,
Egg Noodles,egg_noodle,정확(수),297,
avocadoes,,부분(미승인),297,hass_avocadoes
Garbanzo Beans,garbanzo_bean,정확(수),297,
Coconut Flour,coconut_flour,정확,297,
nonfat buttermilk,,부분(미승인),296,buttermilk
Tomato Ketchup,tomato_ketchup,정확,296,
sourdough,,부분(미승인),295,sourdough_baguette|sourdough_bread|sourdough_starter
Coconut Sugar,,부분(미승인),295,sugar|coconut
blanched,,부분(미승인),294,blanched_almond|blanched_slivered_almond
turkey cutlets,turkey_cutlet,정확(수),294,
white pearl onions,white_pearl_onion,정확(수),294,
Gouda,,부분(미승인),294,gouda_cheese
sugar syrup,sugar_syrup,정확,294,
venison,venison,정확,293,
fresh cream,fresh_cream,정확,293,
graham cracker squares,graham_cracker_square,정확(수),293,
yellow beans,yellow_bean,정확(수),292,
hair pasta,,부분(미승인),292,pasta
sweet bell peppers,sweet_bell_pepper,정확(수),292,
portobello mushroom caps,,부분(미승인),292,mushroom
red sweet peppers,red_sweet_pepper,정확(수),291,
peach preserves,peach_preserve,정확(수),291,
gravy,gravy,정확,291,
cilantro sprigs,,부분(미승인),291,cilantro
Chocolate Syrup,chocolate_syrup,정확,291,
ginger juice,ginger_juice,정확,291,
Ground Pork,ground_pork,정확,291,
melon,melon,정확,290,
Peanut Oil,peanut_oil,정확,290,
steak seasoning,steak_seasoning,정확,289,
bamboo shoot,bamboo_shoot,정확,289,
milk yogurt,,부분(미승인),289,yogurt|milk
tamales,tamale,정확(수),288,
pumpkin pie filling,pumpkin_pie_filling,정확,288,
base,,부분(미승인),288,chicken_soup_base|ham_soup_base|vegetable_stock_base
handful cilantro,,부분(미승인),288,cilantro
clementines,clementine,정확(수),288,
heavy,,부분(미승인),287,peach_slices_in_heavy_syrup|heavy_syrup|heavy_whipping_cream
cacao powder,,부분(미승인),287,cacao
corn tortilla chips,corn_tortilla_chip,정확(수),286,
long grain brown rice,long_grain_brown_rice,정확,286,
blend,,부분(미승인),286,long_grain_and_wild_rice_blend|splenda_brown_sugar_blend|four_cheese_blend
hazelnut oil,hazelnut_oil,정확,286,
low-fat ricotta cheese,,부분(미승인),286,cheese
dried apricot,dried_apricot,정확,286,
tomato salsa,,부분(미승인),285,tomato|salsa
Enchilada Sauce,enchilada_sauce,정확,285,
ricotta salata,ricotta_salata,정확,285,
frozen broccoli spears,frozen_broccoli_spear,정확(수),284,
Black,,부분(미승인),284,brine_cured_black_olive|black_grape|fresh_ground_black_pepper
penne rigate,penne_rigate,정확,284,
Beets,beet,정확(수),284,
rye whiskey,rye_whiskey,정확,283,
kielbasa sausage,,부분(미승인),283,sausage|kielbasa
Marinara Sauce,marinara_sauce,정확,283,
fresh white breadcrumbs,fresh_white_breadcrumb,정확(수),283,
White sugar,white_sugar,정확,283,
phyllo pastry,phyllo_pastry,정확,282,
basil leaf,basil_leaf,정확,282,
white cheese,white_cheese,정확,282,
Pan,,부분(미승인),282,pan_juice|pan_dripping
Sage,sage,정확,282,
red chile flakes,,부분(미승인),282,chile
farro,,부분(미승인),282,cracked_farro
aged balsamic vinegar,,부분(미승인),282,vinegar
cream soup,cream_soup,정확,281,
whole wheat pasta,whole_wheat_pasta,정확,281,
Milk Chocolate Chips,milk_chocolate_chip,정확(수),281,
grenadine syrup,,부분(미승인),280,grenadine|syrup
white rice flour,,부분(미승인),280,flour|rice
mortadella,mortadella,정확,280,
bitter chocolate,bitter_chocolate,정확,279,
Starter,,부분(미승인),279,sourdough_starter|amish_starter|active_starter
Stuffing,,부분(미승인),279,herb_stuffing_mix|stuffing_cube|chicken_stove_top_stuffing_mix
ancho chili powder,,부분(미승인),279,chili
Shaoxing wine,shaoxing_wine,정확,279,
Fresh Ground Black Pepper,fresh_ground_black_pepper,정확,279,
pepperoncini,,부분(미승인),278,pepperoncini_pepper
chicken strips,chicken_strip,정확(수),278,
pico de gallo,pico_de_gallo,정확,278,
Pie Filling,pie_filling,정확,278,
cacao,cacao,정확,278,
muscovado sugar,muscovado_sugar,정확,278,
chicken bouillon granule,chicken_bouillon_granule,정확,278,
Marshmallow Fluff,,부분(미승인),277,marshmallow
Green,green,정확,277,
banana pepper,banana_pepper,정확,276,
peach juice,peach_juice,정확,276,
Fresh Mint,,부분(미승인),276,mint
yellow cheese,yellow_cheese,정확,275,
pineapple sherbet,pineapple_sherbet,정확,275,
Pickles,pickle,정확(수),275,
liquid pectin,liquid_pectin,정확,275,
hemp seeds,hemp_seed,정확(수),275,
sorghum flour,sorghum_flour,정확,275,
fresh onion,fresh_onion,정확,274,
Freshly Grated Parmesan Cheese,,부분(미승인),274,cheese
peel,,부분(미승인),274,candied_lemon_peel|lemon_peel_strip|lemon_peel
icing,icing,정확,274,
ICING,icing,정확,274,
grape leaves,,부분(미승인),273,grape
creole mustard,creole_mustard,정확,273,
triple,,부분(미승인),273,kraft_shredded_triple_cheddar_cheese_with_a_touch_of_philadelphia|triple_sec
head of garlic,head_of_garlic,정확,273,
tangerine juice,tangerine_juice,정확,273,
carrot juice,carrot_juice,정확,273,
cheese sauce,cheese_sauce,정확,272,
chopped lettuce,,부분(미승인),272,lettuce
dried figs,dried_fig,정확(수),272,
root beer,root_beer,정확,272,
Fresh Ground Pepper,fresh_ground_pepper,정확,272,
baby portabella mushrooms,baby_portabella_mushroom,정확(수),272,
arbol,,부분(미승인),272,arbol_chile|chiles_de_arbol|dried_arbol_chile
light soy sauce,light_soy_sauce,정확,271,
natural bran,natural_bran,정확,271,
VINAIGRETTE,vinaigrette,정확,271,
tomato wedges,,부분(미승인),270,tomato
consomme soup,,부분(미승인),270,soup|consomme
fresh pepper,fresh_pepper,정확,270,
currant,currant,정확,270,
Peanut butter,peanut_butter,정확,270,
Fresh cilantro,fresh_cilantro,정확,270,
CREAM CHEESE,cream_cheese,정확,270,
lemon flavor,,부분(미승인),269,lemon
spaghettini,spaghettini,정확,269,
Muffins,muffin,정확(수),269,
apple sauce,,부분(미승인),268,apple
cinnamon powder,,부분(미승인),268,cinnamon
mustard greens,mustard_green,정확(수),268,
Coloring,,부분(미승인),268,food_coloring|red_food_coloring_paste|green_food_coloring
lean ground lamb,lean_ground_lamb,정확,268,
farfalle,,부분(미승인),268,farfalle_pasta
ciabatta rolls,ciabatta_roll,정확(수),268,
rabbits,rabbit,정확(수),267,
cloves garlic,,부분(미승인),267,garlic
taco cheese,taco_cheese,정확,267,
cookie,cookie,정확,267,
extra-virgin extra virgin olive oil,,부분(미승인),267,olive|oil
cheese soup,cheese_soup,정확,266,
green sweet pepper,green_sweet_pepper,정확,266,
white almond bark,white_almond_bark,정확,266,
fresh yeast,fresh_yeast,정확,266,
Cajun Seasoning,cajun_seasoning,정확,266,
Hoisin Sauce,hoisin_sauce,정확,266,
cotija cheese,cotija_cheese,정확,266,
malt,,부분(미승인),265,barley_malt_syrup|malt_drink_powder|malt_extract
candied orange,candied_orange,정확,265,
fresh kale,fresh_kale,정확,265,
fresh baby spinach,,부분(미승인),265,spinach
Monde,,부분(미승인),264,beau_monde_seasoning|beau_monde_spice
corn husks,corn_husk,정확(수),264,
quick-cooking tapioca,,부분(미승인),264,tapioca
Boston lettuce leaves,,부분(미승인),264,lettuce
havarti cheese,havarti_cheese,정확,264,
red cayenne pepper,red_cayenne_pepper,정확,263,
tartar sauce,tartar_sauce,정확,263,
head broccoli,head_broccoli,정확,263,
marmalade,marmalade,정확,263,
Campbell's Cream,,부분(미승인),263,cream
parsley leaves,,부분(미승인),262,parsley
mexicorn,mexicorn,정확,262,
Mushroom,mushroom,정확,262,
Center,,부분(미승인),262,center_cut_pork_loin_chop|center_cut_pork_chop|boneless_center_cut_pork_loin_roast
halloumi cheese,halloumi_cheese,정확,262,
SYRUP,syrup,정확,262,
cilantro stems,cilantro_stem,정확(수),262,
wide egg noodles,wide_egg_noodle,정확(수),261,
chicken seasoning,chicken_seasoning,정확,261,
Olive oil spray,,부분(미승인),261,olive|oil
solid shortening,solid_shortening,정확,260,
chili mix,,부분(미승인),260,chili
kiwi fruits,kiwi_fruit,정확(수),260,
vanilla wafer cookies,,부분(미승인),260,wafer|vanilla
frozen yogurt,frozen_yogurt,정확,260,
chicken breast tenders,chicken_breast_tender,정확(수),260,
Braggs,,부분(미승인),260,braggs_liquid_amino
Coconut Flakes,coconut_flake,정확(수),260,
grnd ginger,,부분(미승인),260,ginger
natural peanut butter,,부분(미승인),259,butter|peanut
cornmeal mix,cornmeal_mix,정확,259,
mackerel,mackerel,정확,259,
avocado oil,avocado_oil,정확,259,
pecorino,,부분(미승인),259,pecorino_romano_cheese|pecorino_cheese
crepes,crepe,정확(수),258,
Spanish olives,spanish_olive,정확(수),258,
crab boil,crab_boil,정확,258,
Sweet,,부분(미승인),258,prepared_sweet_and_sour_mix|fresh_sweet_basil_leaf|sweet_bell_pepper
turkey gravy,turkey_gravy,정확,258,
tomatos,tomato,정확(수),258,
Gruyere Cheese,gruyere_cheese,정확,258,
ground sumac,ground_sumac,정확,258,
fresh arugula,,부분(미승인),258,arugula
Cheeses,cheese,정확(수),258,
pinto,,부분(미승인),257,canned_pinto_bean|dry_pinto_bean|pinto_bean
bar,,부분(미승인),257,chocolate_candy_bar|butterfinger_candy_bar|skor_candy_bar
kidney,,부분(미승인),257,light_kidney_bean|dark_red_kidney_bean|low_sodium_kidney_bean
apricot brandy,apricot_brandy,정확,257,
lean ham,lean_ham,정확,257,
Pepper Sauce,pepper_sauce,정확,257,
Sunflower Seeds,sunflower_seed,정확(수),257,
Green peppers,green_pepper,정확(수),257,
demerara sugar,demerara_sugar,정확,257,
Freshly cracked black pepper,,부분(미승인),257,pepper
Red chili pepper,red_chili_pepper,정확,257,
distilled white vinegar,,부분(미승인),256,vinegar
ranch style beans,ranch_style_bean,정확(수),256,
Poppy Seeds,poppy_seed,정확(수),256,
tomato pesto,,부분(미승인),256,tomato
flounder fillets,flounder_fillet,정확(수),255,
tagliatelle,,부분(미승인),255,tagliatelle_pasta_noodle
pancake syrup,pancake_syrup,정확,254,
sweet green peppers,sweet_green_pepper,정확(수),254,
soybeans,soybean,정확(수),254,
Red Bell Peppers,red_bell_pepper,정확(수),254,
GANACHE,ganache,정확,254,
fresh tomato,fresh_tomato,정확,253,
flavoring,flavoring,정확,253,
hot red pepper sauce,hot_red_pepper_sauce,정확,253,
frozen meatballs,frozen_meatball,정확(수),253,
fresh squeezed orange juice,,부분(미승인),253,orange|juice
cane syrup,cane_syrup,정확,253,
blue cheese dressing,blue_cheese_dressing,정확,253,
cremini mushroom,cremini_mushroom,정확,253,
Ground sesame seeds,,부분(미승인),253,sesame
breadsticks,breadstick,정확(수),252,
Season,,부분(미승인),252,season_all_salt|season_salt
nectarine,nectarine,정확,252,
pineapple rings,pineapple_ring,정확(수),252,
Daniels,,부분(미승인),252,jack_daniels_whiskey
asafoetida powder,asafoetida_powder,정확,252,
SUGAR,sugar,정확,252,
weight Butter,,부분(미승인),252,butter
tart shells,tart_shell,정확(수),251,
Sec,,부분(미승인),251,triple_sec
Italian style breadcrumbs,italian_style_breadcrumb,정확(수),251,
beetroot,beetroot,정확,251,
stone-ground mustard,,부분(미승인),251,mustard
condensed lowfat milk,,부분(미승인),251,milk
summer squash,summer_squash,정확,250,
potato soup,,부분(미승인),250,soup|potato
turkey stock,turkey_stock,정확,250,
Italian turkey sausage,italian_turkey_sausage,정확,250,
Lemon Pepper,lemon_pepper,정확,250,
pork cutlets,pork_cutlet,정확(수),250,
porcini,,부분(미승인),250,porcini_mushroom|dried_funghi_porcini|dried_porcini_mushroom
White Beans,white_bean,정확(수),250,
low-salt chicken broth,,부분(미승인),249,chicken|broth
